departement,circonscription,inscrits,votants,blancs,exprimes,numero_panneau,sexe,nom,prenom,voix
74,5,95810,72159,6558,63467,2,F,LE PEN,Marine,20518
74,6,78860,58183,5692,51119,1,M,MACRON,Emmanuel,33999
74,6,78860,58183,5692,51119,2,F,LE PEN,Marine,17120
75,1,80749,65081,3218,61031,1,M,MACRON,Emmanuel,55424
75,1,80749,65081,3218,61031,2,F,LE PEN,Marine,5607
75,2,71725,58271,3337,53943,1,M,MACRON,Emmanuel,48371
75,2,71725,58271,3337,53943,2,F,LE PEN,Marine,5572
75,3,68661,53753,2925,50005,1,M,MACRON,Emmanuel,44933
75,3,68661,53753,2925,50005,2,F,LE PEN,Marine,5072
75,4,69696,54626,3172,50565,1,M,MACRON,Emmanuel,44667
75,4,69696,54626,3172,50565,2,F,LE PEN,Marine,5898
75,5,75857,60731,2843,57110,1,M,MACRON,Emmanuel,52983
75,5,75857,60731,2843,57110,2,F,LE PEN,Marine,4127
75,6,76595,59951,3200,55762,1,M,MACRON,Emmanuel,51375
75,6,76595,59951,3200,55762,2,F,LE PEN,Marine,4387
75,7,76035,61502,2955,57686,1,M,MACRON,Emmanuel,53151
75,7,76035,61502,2955,57686,2,F,LE PEN,Marine,4535
75,8,82129,64358,3879,59326,1,M,MACRON,Emmanuel,52534
75,8,82129,64358,3879,59326,2,F,LE PEN,Marine,6792
75,9,68335,53130,3356,48680,1,M,MACRON,Emmanuel,42679
75,9,68335,53130,3356,48680,2,F,LE PEN,Marine,6001
75,10,67298,52294,3167,48146,1,M,MACRON,Emmanuel,42179
75,10,67298,52294,3167,48146,2,F,LE PEN,Marine,5967
75,11,70971,57679,3118,53652,1,M,MACRON,Emmanuel,48699
75,11,70971,57679,3118,53652,2,F,LE PEN,Marine,4953
75,12,73928,59362,3657,54686,1,M,MACRON,Emmanuel,48030
75,12,73928,59362,3657,54686,2,F,LE PEN,Marine,6656
75,13,75334,59321,3896,54422,1,M,MACRON,Emmanuel,47424
75,13,75334,59321,3896,54422,2,F,LE PEN,Marine,6998
75,14,72310,56520,3568,51903,1,M,MACRON,Emmanuel,45235
75,14,72310,56520,3568,51903,2,F,LE PEN,Marine,6668
75,15,76201,57574,3399,53136,1,M,MACRON,Emmanuel,47540
75,15,76201,57574,3399,53136,2,F,LE PEN,Marine,5596
75,16,70313,52462,2949,48616,1,M,MACRON,Emmanuel,43959
75,16,70313,52462,2949,48616,2,F,LE PEN,Marine,4657
75,17,58156,42145,2438,39008,1,M,MACRON,Emmanuel,34951
75,17,58156,42145,2438,39008,2,F,LE PEN,Marine,4057
75,18,67244,52879,2791,49350,1,M,MACRON,Emmanuel,45123
75,18,67244,52879,2791,49350,2,F,LE PEN,Marine,4227
76,1,64735,48164,3811,43300,1,M,MACRON,Emmanuel,34577
76,1,64735,48164,3811,43300,2,F,LE PEN,Marine,8723
76,2,94780,75067,6732,66557,1,M,MACRON,Emmanuel,44124
76,2,94780,75067,6732,66557,2,F,LE PEN,Marine,22433
76,3,69440,50531,4699,44301,1,M,MACRON,Emmanuel,30010
76,3,69440,50531,4699,44301,2,F,LE PEN,Marine,14291
76,4,88350,65050,6163,56726,1,M,MACRON,Emmanuel,34327
76,4,88350,65050,6163,56726,2,F,LE PEN,Marine,22399
76,5,96251,74505,6961,65516,1,M,MACRON,Emmanuel,36980
76,5,96251,74505,6961,65516,2,F,LE PEN,Marine,28536
76,6,109597,85454,7705,75298,1,M,MACRON,Emmanuel,37955
76,6,109597,85454,7705,75298,2,F,LE PEN,Marine,37343
76,7,87582,64156,7436,56068,1,M,MACRON,Emmanuel,38517
76,7,87582,64156,7436,56068,2,F,LE PEN,Marine,17551
76,8,67637,44642,5717,38574,1,M,MACRON,Emmanuel,23333
76,8,67637,44642,5717,38574,2,F,LE PEN,Marine,15241
76,9,93640,74065,7349,64529,1,M,MACRON,Emmanuel,34424
76,9,93640,74065,7349,64529,2,F,LE PEN,Marine,30105
76,10,108744,87729,7946,77429,1,M,MACRON,Emmanuel,41194
76,10,108744,87729,7946,77429,2,F,LE PEN,Marine,36235
77,1,70887,50237,4462,44575,1,M,MACRON,Emmanuel,30131
77,1,70887,50237,4462,44575,2,F,LE PEN,Marine,14444
77,2,79678,60058,5640,52929,1,M,MACRON,Emmanuel,34023
77,2,79678,60058,5640,52929,2,F,LE PEN,Marine,18906
77,3,75397,57190,5612,50290,1,M,MACRON,Emmanuel,29704
77,3,75397,57190,5612,50290,2,F,LE PEN,Marine,20586
77,4,87906,66755,6122,58748,1,M,MACRON,Emmanuel,29141
77,4,87906,66755,6122,58748,2,F,LE PEN,Marine,29607
77,5,84790,63685,5621,56370,1,M,MACRON,Emmanuel,33041
77,5,84790,63685,5621,56370,2,F,LE PEN,Marine,23329
77,6,78032,57855,5145,51313,1,M,MACRON,Emmanuel,29823
77,6,78032,57855,5145,51313,2,F,LE PEN,Marine,21490
77,7,85311,63464,5678,56265,1,M,MACRON,Emmanuel,35224
77,7,85311,63464,5678,56265,2,F,LE PEN,Marine,21041
77,8,89123,66480,5314,59780,1,M,MACRON,Emmanuel,43844
77,8,89123,66480,5314,59780,2,F,LE PEN,Marine,15936
77,9,85679,62528,5429,55634,1,M,MACRON,Emmanuel,36694
77,9,85679,62528,5429,55634,2,F,LE PEN,Marine,18940
77,10,79341,57276,4589,51327,1,M,MACRON,Emmanuel,38567
77,10,79341,57276,4589,51327,2,F,LE PEN,Marine,12760
77,11,64796,47403,4926,41752,1,M,MACRON,Emmanuel,29570
77,11,64796,47403,4926,41752,2,F,LE PEN,Marine,12182
78,1,83367,64388,5158,57934,1,M,MACRON,Emmanuel,46694
78,1,83367,64388,5158,57934,2,F,LE PEN,Marine,11240
78,2,85328,67759,5197,61239,1,M,MACRON,Emmanuel,48776
78,2,85328,67759,5197,61239,2,F,LE PEN,Marine,12463
78,3,83216,64546,5109,58227,1,M,MACRON,Emmanuel,47260
78,3,83216,64546,5109,58227,2,F,LE PEN,Marine,10967
78,4,78395,61391,4356,55958,1,M,MACRON,Emmanuel,46614
78,4,78395,61391,4356,55958,2,F,LE PEN,Marine,9344
78,5,73674,55712,4109,50565,1,M,MACRON,Emmanuel,41316
78,5,73674,55712,4109,50565,2,F,LE PEN,Marine,9249
78,6,75749,56356,4162,51055,1,M,MACRON,Emmanuel,41179
78,6,75749,56356,4162,51055,2,F,LE PEN,Marine,9876
78,7,80524,60345,4825,54213,1,M,MACRON,Emmanuel,40249
78,7,80524,60345,4825,54213,2,F,LE PEN,Marine,13964
78,8,73758,52805,4222,47119,1,M,MACRON,Emmanuel,31774
78,8,73758,52805,4222,47119,2,F,LE PEN,Marine,15345
78,9,90858,69312,6198,61519,1,M,MACRON,Emmanuel,40839
78,9,90858,69312,6198,61519,2,F,LE PEN,Marine,20680
78,10,88783,70399,6193,62686,1,M,MACRON,Emmanuel,46517
78,10,88783,70399,6193,62686,2,F,LE PEN,Marine,16169
78,11,68218,49716,3659,44773,1,M,MACRON,Emmanuel,35412
78,11,68218,49716,3659,44773,2,F,LE PEN,Marine,9361
78,12,68951,52915,4339,47511,1,M,MACRON,Emmanuel,37031
78,12,68951,52915,4339,47511,2,F,LE PEN,Marine,10480
79,1,90249,70612,5896,62724,1,M,MACRON,Emmanuel,48532
79,1,90249,70612,5896,62724,2,F,LE PEN,Marine,14192
79,2,97388,77354,6816,68018,1,M,MACRON,Emmanuel,46797
79,2,97388,77354,6816,68018,2,F,LE PEN,Marine,21221
79,3,84750,66836,5491,59124,1,M,MACRON,Emmanuel,40498
79,3,84750,66836,5491,59124,2,F,LE PEN,Marine,18626
80,1,84248,62908,4856,56008,1,M,MACRON,Emmanuel,32225
80,1,84248,62908,4856,56008,2,F,LE PEN,Marine,23783
80,2,75477,57127,4391,51263,1,M,MACRON,Emmanuel,36624
80,2,75477,57127,4391,51263,2,F,LE PEN,Marine,14639
80,3,83814,67188,5884,59022,1,M,MACRON,Emmanuel,28524
80,3,83814,67188,5884,59022,2,F,LE PEN,Marine,30498
80,4,83948,67531,5779,59801,1,M,MACRON,Emmanuel,30450
80,4,83948,67531,5779,59801,2,F,LE PEN,Marine,29351
80,5,81470,63615,5068,56697,1,M,MACRON,Emmanuel,25503
80,5,81470,63615,5068,56697,2,F,LE PEN,Marine,31194
81,1,83781,66030,5933,57060,1,M,MACRON,Emmanuel,37051
81,1,83781,66030,5933,57060,2,F,LE PEN,Marine,20009
81,2,106023,82934,7523,71354,1,M,MACRON,Emmanuel,46035
81,2,106023,82934,7523,71354,2,F,LE PEN,Marine,25319
81,3,101349,79925,7432,69033,1,M,MACRON,Emmanuel,42505
81,3,101349,79925,7432,69033,2,F,LE PEN,Marine,26528
82,1,89954,70424,6384,61233,1,M,MACRON,Emmanuel,37270
82,1,89954,70424,6384,61233,2,F,LE PEN,Marine,23963
82,2,93375,73383,6309,63921,1,M,MACRON,Emmanuel,34718
82,2,93375,73383,6309,63921,2,F,LE PEN,Marine,29203
83,1,74827,51979,4605,46147,1,M,MACRON,Emmanuel,26432
83,1,74827,51979,4605,46147,2,F,LE PEN,Marine,19715
83,2,90504,66668,6103,59028,1,M,MACRON,Emmanuel,30174
83,2,90504,66668,6103,59028,2,F,LE PEN,Marine,28854
83,3,100800,76349,7012,67283,1,M,MACRON,Emmanuel,35846
83,3,100800,76349,7012,67283,2,F,LE PEN,Marine,31437
83,4,106238,79821,7096,70500,1,M,MACRON,Emmanuel,34063
83,4,106238,79821,7096,70500,2,F,LE PEN,Marine,36437
83,5,96241,72437,5980,64559,1,M,MACRON,Emmanuel,32398
83,5,96241,72437,5980,64559,2,F,LE PEN,Marine,32161
83,6,118266,89930,7872,79709,1,M,MACRON,Emmanuel,38274
83,6,118266,89930,7872,79709,2,F,LE PEN,Marine,41435
83,7,103516,75420,6962,66724,1,M,MACRON,Emmanuel,35370
83,7,103516,75420,6962,66724,2,F,LE PEN,Marine,31354
83,8,104273,80038,7249,70543,1,M,MACRON,Emmanuel,34167
83,8,104273,80038,7249,70543,2,F,LE PEN,Marine,36376
84,1,72964,52704,4319,46911,1,M,MACRON,Emmanuel,29459
84,1,72964,52704,4319,46911,2,F,LE PEN,Marine,17452
84,2,83252,64620,5466,57427,1,M,MACRON,Emmanuel,30831
84,2,83252,64620,5466,57427,2,F,LE PEN,Marine,26596
84,3,75546,58401,5107,51609,1,M,MACRON,Emmanuel,24289
84,3,75546,58401,5107,51609,2,F,LE PEN,Marine,27320
84,4,88691,69130,6264,61204,1,M,MACRON,Emmanuel,30024
84,4,88691,69130,6264,61204,2,F,LE PEN,Marine,31180
84,5,81854,63344,5715,55927,1,M,MACRON,Emmanuel,31362
84,5,81854,63344,5715,55927,2,F,LE PEN,Marine,24565
85,1,109554,87431,6609,77899,1,M,MACRON,Emmanuel,55825
85,1,109554,87431,6609,77899,2,F,LE PEN,Marine,22074
85,2,103484,83033,6830,73333,1,M,MACRON,Emmanuel,51104
85,2,103484,83033,6830,73333,2,F,LE PEN,Marine,22229
85,3,122117,95730,8273,83011,1,M,MACRON,Emmanuel,54915
85,3,122117,95730,8273,83011,2,F,LE PEN,Marine,28096
85,4,97825,80321,6466,71615,1,M,MACRON,Emmanuel,54679
85,4,97825,80321,6466,71615,2,F,LE PEN,Marine,16936
85,5,81445,64762,5561,57091,1,M,MACRON,Emmanuel,37391
85,5,81445,64762,5561,57091,2,F,LE PEN,Marine,19700
86,1,79611,61725,5446,54279,1,M,MACRON,Emmanuel,39875
86,1,79611,61725,5446,54279,2,F,LE PEN,Marine,14404
86,2,77555,61037,5182,53903,1,M,MACRON,Emmanuel,41807
86,2,77555,61037,5182,53903,2,F,LE PEN,Marine,12096
86,3,74076,58462,5297,50786,1,M,MACRON,Emmanuel,32416
86,3,74076,58462,5297,50786,2,F,LE PEN,Marine,18370
86,4,75735,57042,4933,49999,1,M,MACRON,Emmanuel,29614
86,4,75735,57042,4933,49999,2,F,LE PEN,Marine,20385
87,1,85064,65858,6350,56098,1,M,MACRON,Emmanuel,40540
87,1,85064,65858,6350,56098,2,F,LE PEN,Marine,15558
87,2,97846,78005,7390,66292,1,M,MACRON,Emmanuel,46559
87,2,97846,78005,7390,66292,2,F,LE PEN,Marine,19733
87,3,83399,65154,6218,55791,1,M,MACRON,Emmanuel,39319
87,3,83399,65154,6218,55791,2,F,LE PEN,Marine,16472
88,1,77046,58885,4907,51982,1,M,MACRON,Emmanuel,30498
88,1,77046,58885,4907,51982,2,F,LE PEN,Marine,21484
88,2,73262,56245,4750,49364,1,M,MACRON,Emmanuel,25312
88,2,73262,56245,4750,49364,2,F,LE PEN,Marine,24052
88,3,65631,51615,4876,44886,1,M,MACRON,Emmanuel,26547
88,3,65631,51615,4876,44886,2,F,LE PEN,Marine,18339
88,4,66593,52508,4682,45738,1,M,MACRON,Emmanuel,23719
88,4,66593,52508,4682,45738,2,F,LE PEN,Marine,22019
89,1,76992,59718,5484,51498,1,M,MACRON,Emmanuel,30901
89,1,76992,59718,5484,51498,2,F,LE PEN,Marine,20597
89,2,75740,58340,5239,51072,1,M,MACRON,Emmanuel,27641
89,2,75740,58340,5239,51072,2,F,LE PEN,Marine,23431
89,3,89159,66844,6090,59020,1,M,MACRON,Emmanuel,30397
89,3,89159,66844,6090,59020,2,F,LE PEN,Marine,28623
90,1,47789,36168,3338,31473,1,M,MACRON,Emmanuel,17683
90,1,47789,36168,3338,31473,2,F,LE PEN,Marine,13790
90,2,47469,35911,3439,31000,1,M,MACRON,Emmanuel,18662
90,2,47469,35911,3439,31000,2,F,LE PEN,Marine,12338
91,1,71172,49172,3990,43856,1,M,MACRON,Emmanuel,32786
91,1,71172,49172,3990,43856,2,F,LE PEN,Marine,11070
91,2,90692,68917,6337,60525,1,M,MACRON,Emmanuel,36835
91,2,90692,68917,6337,60525,2,F,LE PEN,Marine,23690
91,3,95791,73888,6821,65076,1,M,MACRON,Emmanuel,43996
91,3,95791,73888,6821,65076,2,F,LE PEN,Marine,21080
91,4,96451,75482,6562,67061,1,M,MACRON,Emmanuel,48206
91,4,96451,75482,6562,67061,2,F,LE PEN,Marine,18855
91,5,68263,53884,3880,48958,1,M,MACRON,Emmanuel,41707
91,5,68263,53884,3880,48958,2,F,LE PEN,Marine,7251
91,6,81927,61379,4607,55428,1,M,MACRON,Emmanuel,43692
91,6,81927,61379,4607,55428,2,F,LE PEN,Marine,11736
91,7,74156,53456,4300,47724,1,M,MACRON,Emmanuel,34116
91,7,74156,53456,4300,47724,2,F,LE PEN,Marine,13608
91,8,76383,56915,5147,50336,1,M,MACRON,Emmanuel,35861
91,8,76383,56915,5147,50336,2,F,LE PEN,Marine,14475
91,9,79221,58915,5096,52324,1,M,MACRON,Emmanuel,37442
91,9,79221,58915,5096,52324,2,F,LE PEN,Marine,14882
91,10,61179,43786,3607,38871,1,M,MACRON,Emmanuel,28009
91,10,61179,43786,3607,38871,2,F,LE PEN,Marine,10862
92,1,62385,43263,3785,38861,1,M,MACRON,Emmanuel,31912
92,1,62385,43263,3785,38861,2,F,LE PEN,Marine,6949
92,2,67892,52773,3717,48416,1,M,MACRON,Emmanuel,42114
92,2,67892,52773,3717,48416,2,F,LE PEN,Marine,6302
92,3,81026,62540,5267,57019,1,M,MACRON,Emmanuel,49116
92,3,81026,62540,5267,57019,2,F,LE PEN,Marine,7903
92,4,76067,56820,4444,51738,1,M,MACRON,Emmanuel,43523
92,4,76067,56820,4444,51738,2,F,LE PEN,Marine,8215
92,5,70305,54654,3343,50133,1,M,MACRON,Emmanuel,43218
92,5,70305,54654,3343,50133,2,F,LE PEN,Marine,6915
92,6,74227,59402,4112,54335,1,M,MACRON,Emmanuel,46693
92,6,74227,59402,4112,54335,2,F,LE PEN,Marine,7642
92,7,86572,67803,4693,62038,1,M,MACRON,Emmanuel,52992
92,7,86572,67803,4693,62038,2,F,LE PEN,Marine,9046
92,8,68719,54550,4180,49813,1,M,MACRON,Emmanuel,42906
92,8,68719,54550,4180,49813,2,F,LE PEN,Marine,6907
92,9,64963,50787,4118,46669,1,M,MACRON,Emmanuel,41445
92,9,64963,50787,4118,46669,2,F,LE PEN,Marine,5224
92,10,80364,61157,4998,55821,1,M,MACRON,Emmanuel,48781
92,10,80364,61157,4998,55821,2,F,LE PEN,Marine,7040
92,11,69215,52459,3608,47721,1,M,MACRON,Emmanuel,40711
92,11,69215,52459,3608,47721,2,F,LE PEN,Marine,7010
92,12,92767,71131,4991,64632,1,M,MACRON,Emmanuel,53454
92,12,92767,71131,4991,64632,2,F,LE PEN,Marine,11178
92,13,89020,69337,6103,62799,1,M,MACRON,Emmanuel,54098
92,13,89020,69337,6103,62799,2,F,LE PEN,Marine,8701
93,1,61771,39754,2410,36206,1,M,MACRON,Emmanuel,30477
93,1,61771,39754,2410,36206,2,F,LE PEN,Marine,5729
93,2,54064,33676,2321,30607,1,M,MACRON,Emmanuel,25273
93,2,54064,33676,2321,30607,2,F,LE PEN,Marine,5334
93,3,72249,53219,3960,48016,1,M,MACRON,Emmanuel,37107
93,3,72249,53219,3960,48016,2,F,LE PEN,Marine,10909
93,4,60822,39633,3191,35776,1,M,MACRON,Emmanuel,27591
93,4,60822,39633,3191,35776,2,F,LE PEN,Marine,8185
93,5,63732,41210,3108,37090,1,M,MACRON,Emmanuel,27911
93,5,63732,41210,3108,37090,2,F,LE PEN,Marine,9179
93,6,52531,34909,2315,31790,1,M,MACRON,Emmanuel,26744
93,6,52531,34909,2315,31790,2,F,LE PEN,Marine,5046
93,7,76005,52064,4086,47097,1,M,MACRON,Emmanuel,40572
93,7,76005,52064,4086,47097,2,F,LE PEN,Marine,6525
93,8,60068,43325,3931,38751,1,M,MACRON,Emmanuel,29033
93,8,60068,43325,3931,38751,2,F,LE PEN,Marine,9718
93,9,70119,48386,3385,43871,1,M,MACRON,Emmanuel,36043
93,9,70119,48386,3385,43871,2,F,LE PEN,Marine,7828
93,10,68558,45898,3413,40401,1,M,MACRON,Emmanuel,31101
93,10,68558,45898,3413,40401,2,F,LE PEN,Marine,9300
93,11,62538,41291,3140,37046,1,M,MACRON,Emmanuel,27883
93,11,62538,41291,3140,37046,2,F,LE PEN,Marine,9163
93,12,64520,44399,3385,39997,1,M,MACRON,Emmanuel,28088
93,12,64520,44399,3385,39997,2,F,LE PEN,Marine,11909
94,1,84578,64360,4754,58213,1,M,MACRON,Emmanuel,47460
94,1,84578,64360,4754,58213,2,F,LE PEN,Marine,10753
94,2,63326,45903,3317,41455,1,M,MACRON,Emmanuel,33269
94,2,63326,45903,3317,41455,2,F,LE PEN,Marine,8186
94,3,72046,52140,4666,46239,1,M,MACRON,Emmanuel,32861
94,3,72046,52140,4666,46239,2,F,LE PEN,Marine,13378
94,4,72428,54620,4452,48999,1,M,MACRON,Emmanuel,36689
94,4,72428,54620,4452,48999,2,F,LE PEN,Marine,12310
94,5,89368,64793,5110,58576,1,M,MACRON,Emmanuel,47656
94,5,89368,64793,5110,58576,2,F,LE PEN,Marine,10920
94,6,81215,62475,3978,57312,1,M,MACRON,Emmanuel,49913
94,6,81215,62475,3978,57312,2,F,LE PEN,Marine,7399
94,7,65521,47423,3590,42710,1,M,MACRON,Emmanuel,33995
94,7,65521,47423,3590,42710,2,F,LE PEN,Marine,8715
94,8,76703,58817,4327,53217,1,M,MACRON,Emmanuel,43307
94,8,76703,58817,4327,53217,2,F,LE PEN,Marine,9910
94,9,53592,37340,2835,33630,1,M,MACRON,Emmanuel,26490
94,9,53592,37340,2835,33630,2,F,LE PEN,Marine,7140
94,10,64416,46301,3389,41710,1,M,MACRON,Emmanuel,34485
94,10,64416,46301,3389,41710,2,F,LE PEN,Marine,7225
94,11,62393,43959,3359,39757,1,M,MACRON,Emmanuel,33020
94,11,62393,43959,3359,39757,2,F,LE PEN,Marine,6737
95,1,81510,61982,5651,54863,1,M,MACRON,Emmanuel,35505
95,1,81510,61982,5651,54863,2,F,LE PEN,Marine,19358
95,2,76415,57329,5283,50635,1,M,MACRON,Emmanuel,35223
95,2,76415,57329,5283,50635,2,F,LE PEN,Marine,15412
95,3,91560,67872,5729,60660,1,M,MACRON,Emmanuel,43667
95,3,91560,67872,5729,60660,2,F,LE PEN,Marine,16993
95,4,76016,55460,4584,49666,1,M,MACRON,Emmanuel,37534
95,4,76016,55460,4584,49666,2,F,LE PEN,Marine,12132
95,5,68518,47271,3517,42778,1,M,MACRON,Emmanuel,32902
95,5,68518,47271,3517,42778,2,F,LE PEN,Marine,9876
95,6,76337,54653,4227,49346,1,M,MACRON,Emmanuel,38546
95,6,76337,54653,4227,49346,2,F,LE PEN,Marine,10800
95,7,69476,49979,3891,44936,1,M,MACRON,Emmanuel,33454
95,7,69476,49979,3891,44936,2,F,LE PEN,Marine,11482
95,8,54211,35441,2180,32440,1,M,MACRON,Emmanuel,24336
95,8,54211,35441,2180,32440,2,F,LE PEN,Marine,8104
95,9,69891,48337,3857,43234,1,M,MACRON,Emmanuel,27894
95,9,69891,48337,3857,43234,2,F,LE PEN,Marine,15340
95,10,66401,47809,4014,42978,1,M,MACRON,Emmanuel,32957
95,10,66401,47809,4014,42978,2,F,LE PEN,Marine,10021
ZA,1,76282,37434,2587,32057,1,M,MACRON,Emmanuel,24382
ZA,1,76282,37434,2587,32057,2,F,LE PEN,Marine,7675
ZA,2,86908,42453,2659,36804,1,M,MACRON,Emmanuel,27031
ZA,2,86908,42453,2659,36804,2,F,LE PEN,Marine,9773
ZA,3,83570,42005,2917,36265,1,M,MACRON,Emmanuel,27521
ZA,3,83570,42005,2917,36265,2,F,LE PEN,Marine,8744
ZA,4,69302,33718,2158,28819,1,M,MACRON,Emmanuel,21701
ZA,4,69302,33718,2158,28819,2,F,LE PEN,Marine,7118
ZB,1,79404,41058,3412,35178,1,M,MACRON,Emmanuel,26407
ZB,1,79404,41058,3412,35178,2,F,LE PEN,Marine,8771
ZB,2,81685,43085,3314,37375,1,M,MACRON,Emmanuel,28772
ZB,2,81685,43085,3314,37375,2,F,LE PEN,Marine,8603
ZB,3,65885,31457,2802,26993,1,M,MACRON,Emmanuel,21519
ZB,3,65885,31457,2802,26993,2,F,LE PEN,Marine,5474
ZB,4,83699,40534,3188,34956,1,M,MACRON,Emmanuel,27609
ZB,4,83699,40534,3188,34956,2,F,LE PEN,Marine,7347
ZC,1,53498,23844,2426,20422,1,M,MACRON,Emmanuel,13048
ZC,1,53498,23844,2426,20422,2,F,LE PEN,Marine,7374
ZC,2,39103,14841,1144,13124,1,M,MACRON,Emmanuel,8721
ZC,2,39103,14841,1144,13124,2,F,LE PEN,Marine,4403
ZD,1,80366,51016,3113,45693,1,M,MACRON,Emmanuel,30564
ZD,1,80366,51016,3113,45693,2,F,LE PEN,Marine,15129
ZD,2,92674,56427,4063,48964,1,M,MACRON,Emmanuel,32434
ZD,2,92674,56427,4063,48964,2,F,LE PEN,Marine,16530
ZD,3,92588,60130,4463,51416,1,M,MACRON,Emmanuel,25558
ZD,3,92588,60130,4463,51416,2,F,LE PEN,Marine,25858
ZD,4,104775,68655,4602,59493,1,M,MACRON,Emmanuel,35533
ZD,4,104775,68655,4602,59493,2,F,LE PEN,Marine,23960
ZD,5,83041,49276,2543,43939,1,M,MACRON,Emmanuel,24347
ZD,5,83041,49276,2543,43939,2,F,LE PEN,Marine,19592
ZD,6,75685,46045,2866,40883,1,M,MACRON,Emmanuel,23477
ZD,6,75685,46045,2866,40883,2,F,LE PEN,Marine,17406
ZD,7,110262,70701,4735,61610,1,M,MACRON,Emmanuel,40168
ZD,7,110262,70701,4735,61610,2,F,LE PEN,Marine,21442
ZM,1,37816,17257,629,15609,1,M,MACRON,Emmanuel,9753
ZM,1,37816,17257,629,15609,2,F,LE PEN,Marine,5856
ZM,2,44666,20466,813,17905,1,M,MACRON,Emmanuel,9387
ZM,2,44666,20466,813,17905,2,F,LE PEN,Marine,8518
ZN,1,84940,43327,3381,39004,1,M,MACRON,Emmanuel,20733
ZN,1,84940,43327,3381,39004,2,F,LE PEN,Marine,18271
ZN,2,104428,56671,3154,52115,1,M,MACRON,Emmanuel,27169
ZN,2,104428,56671,3154,52115,2,F,LE PEN,Marine,24946
ZP,1,72524,35862,1230,33726,1,M,MACRON,Emmanuel,19274
ZP,1,72524,35862,1230,33726,2,F,LE PEN,Marine,14452
ZP,2,66656,30090,842,28374,1,M,MACRON,Emmanuel,16637
ZP,2,66656,30090,842,28374,2,F,LE PEN,Marine,11737
ZP,3,64793,29691,1201,27597,1,M,MACRON,Emmanuel,16467
ZP,3,64793,29691,1201,27597,2,F,LE PEN,Marine,11130
ZS,1,4963,2779,306,2318,1,M,MACRON,Emmanuel,1467
ZS,1,4963,2779,306,2318,2,F,LE PEN,Marine,851
ZW,1,8464,6095,76,5958,1,M,MACRON,Emmanuel,4715
ZW,1,8464,6095,76,5958,2,F,LE PEN,Marine,1243
ZX,1,25445,8993,638,8122,1,M,MACRON,Emmanuel,5282
ZX,1,25445,8993,638,8122,2,F,LE PEN,Marine,2840
ZZ,1,200306,88082,2296,85228,1,M,MACRON,Emmanuel,77625
ZZ,1,200306,88082,2296,85228,2,F,LE PEN,Marine,7603
ZZ,2,74873,26193,868,25040,1,M,MACRON,Emmanuel,22361
ZZ,2,74873,26193,868,25040,2,F,LE PEN,Marine,2679
ZZ,3,120665,62095,1301,60473,1,M,MACRON,Emmanuel,57288
ZZ,3,120665,62095,1301,60473,2,F,LE PEN,Marine,3185
ZZ,4,122922,66960,2325,64002,1,M,MACRON,Emmanuel,57324
ZZ,4,122922,66960,2325,64002,2,F,LE PEN,Marine,6678
ZZ,5,91349,36521,1509,34654,1,M,MACRON,Emmanuel,29422
ZZ,5,91349,36521,1509,34654,2,F,LE PEN,Marine,5232
ZZ,6,127412,67583,2971,63995,1,M,MACRON,Emmanuel,54720
ZZ,6,127412,67583,2971,63995,2,F,LE PEN,Marine,9275
ZZ,7,105905,58168,1278,56514,1,M,MACRON,Emmanuel,52956
ZZ,7,105905,58168,1278,56514,2,F,LE PEN,Marine,3558
ZZ,8,121386,32072,877,30948,1,M,MACRON,Emmanuel,27805
ZZ,8,121386,32072,877,30948,2,F,LE PEN,Marine,3143
ZZ,9,107788,44790,1889,42532,1,M,MACRON,Emmanuel,38842
ZZ,9,107788,44790,1889,42532,2,F,LE PEN,Marine,3690
ZZ,10,99917,48448,2353,45626,1,M,MACRON,Emmanuel,37091
ZZ,10,99917,48448,2353,45626,2,F,LE PEN,Marine,8535
ZZ,11,92707,49042,1847,46747,1,M,MACRON,Emmanuel,40910
ZZ,11,92707,49042,1847,46747,2,F,LE PEN,Marine,5837
